V2.4 SHORELINES + HYDROGRAPHY MASTER


===== FILE: METRO__shoreline_metro.csv =====
SHA256: 2f8f940a4ba6986c32e996d03d1d0bbbfcc251c11ca4ddb58547d266c7274247
SIZE: 27763 bytes
-----BEGIN-----
row,landmass,west_col,east_col
396,Bronx,196,374
396,Queens,309,519
397,Bronx,196,374
397,Queens,310,519
398,Bronx,197,373
398,Queens,311,519
399,Bronx,197,373
399,Queens,312,519
400,Bronx,197,373
400,Queens,313,519
401,Bronx,198,372
401,Queens,314,519
402,Bronx,198,372
402,Queens,315,519
403,Bronx,199,371
403,Queens,316,519
404,Bronx,199,371
404,Queens,317,519
405,Bronx,200,370
405,Queens,318,519
406,Bronx,200,370
406,Queens,320,519
407,Bronx,201,369
407,Queens,321,519
408,Bronx,202,368
408,Queens,322,519
409,Bronx,202,368
409,Queens,323,519
410,Bronx,203,367
410,Queens,324,519
411,Bronx,203,367
411,Queens,325,519
412,Bronx,204,366
412,Queens,327,519
413,Bronx,205,365
413,Queens,328,519
414,Bronx,205,365
414,Queens,329,519
415,Bronx,206,364
415,Queens,331,519
416,Bronx,207,363
416,Queens,332,518
417,Bronx,207,363
417,Queens,334,516
418,Bronx,208,362
418,Queens,335,515
419,Bronx,209,361
419,Queens,337,513
420,Bronx,210,360
420,Queens,338,512
421,Bronx,211,359
421,Queens,340,510
422,Bronx,211,359
422,Queens,341,509
423,Bronx,212,358
423,Queens,343,507
424,Bronx,213,357
424,Queens,345,505
425,Bronx,214,356
425,Queens,346,504
426,Bronx,215,355
426,Queens,348,502
427,Bronx,216,354
427,Queens,350,500
428,Bronx,217,353
428,Queens,352,498
429,Bronx,218,352
429,Queens,354,496
430,Bronx,219,351
430,Queens,356,494
431,Bronx,220,350
431,Queens,358,492
432,Bronx,222,348
432,Queens,361,489
433,Bronx,223,347
433,Queens,363,487
434,Bronx,224,346
434,Queens,366,484
435,Bronx,225,345
435,Queens,368,482
436,Bronx,227,343
436,Queens,371,479
437,Bronx,228,342
437,Queens,374,476
438,Bronx,229,341
438,Queens,377,473
439,Bronx,231,339
439,Queens,381,469
440,Bronx,232,338
440,Queens,385,465
441,Bronx,234,336
441,Queens,389,461
442,Bronx,236,334
442,Queens,394,456
443,Bronx,238,332
443,Queens,399,451
444,Bronx,239,331
444,Queens,407,443
445,Bronx,241,329
445,Queens,425,425
446,Bronx,244,326
447,Bronx,246,324
448,Bronx,248,322
449,Bronx,251,319
450,Bronx,254,316
451,Bronx,257,313
452,Bronx,261,309
453,Bronx,265,305
454,Bronx,271,299
455,Bronx,285,285

-----END-----



===== FILE: METRO__shoreline_metro.json =====
SHA256: e06ebc95ea2b572e3170c8f4f69cd07c4e65fc6c325ee456810f5d20bbfee63f
SIZE: 148980 bytes
-----BEGIN-----
{
  "schema_version": "metro_shoreline_v1",
  "grid": "METRO-UGRID-520",
  "cell_size_m": 100,
  "rows": {
    "min": 0,
    "max": 519,
    "count": 520,
    "increases": "south_to_north"
  },
  "cols": {
    "min": 0,
    "max": 519,
    "count": 520,
    "increases": "west_to_east"
  },
  "origin": {
    "row": 0,
    "col": 0,
    "description": "South-west corner of metro bounding rectangle in open water."
  },
  "subgrid_mapping": {
    "NovaRoma_UGRID35": {
      "row_offset": 120,
      "col_offset": 240,
      "note": "MetroRow=UGRID35_Row+offset; MetroCol=UGRID35_Col+offset"
    }
  },
  "landmasses": [
    "Manhattan",
    "Bronx",
    "Queens",
    "Brooklyn",
    "StatenIsland",
    "RooseveltIsland",
    "RandallsIsland"
  ],
  "rows_segments": [
    {
      "row": 0,
      "segments": []
    },
    {
      "row": 1,
      "segments": []
    },
    {
      "row": 2,
      "segments": []
    },
    {
      "row": 3,
      "segments": []
    },
    {
      "row": 4,
      "segments": []
    },
    {
      "row": 5,
      "segments": []
    },
    {
      "row": 6,
      "segments": []
    },
    {
      "row": 7,
      "segments": []
    },
    {
      "row": 8,
      "segments": []
    },
    {
      "row": 9,
      "segments": []
    },
    {
      "row": 10,
      "segments": []
    },
    {
      "row": 11,
      "segments": []
    },
    {
      "row": 12,
      "segments": []
    },
    {
      "row": 13,
      "segments": []
    },
    {
      "row": 14,
      "segments": []
    },
    {
      "row": 15,
      "segments": []
    },
    {
      "row": 16,
      "segments": []
    },
    {
      "row": 17,
      "segments": []
    },
    {
      "row": 18,
      "segments": []
    },
    {
      "row": 19,
      "segments": []
    },
    {
      "row": 20,
      "segments": []
    },
    {
      "row": 21,
      "segments": []
    },
    {
      "row": 22,
      "segments": []
    },
    {
      "row": 23,
      "segments": []
    },
    {
      "row": 24,
      "segments": []
    },
    {
      "row": 25,
      "segments": []
    },
    {
      "row": 26,
      "segments": []
    },
    {
      "row": 27,
      "segments": []
    },
    {
      "row": 28,
      "segments": []
    },
    {
      "row": 29,
      "segments": []
    },
    {
      "row": 30,
      "segments": []
    },
    {
      "row": 31,
      "segments": []
    },
    {
      "row": 32,
      "segments": []
    },
    {
      "row": 33,
      "segments": []
    },
    {
      "row": 34,
      "segments": []
    },
    {
      "row": 35,
      "segments": []
    },
    {
      "row": 36,
      "segments": []
    },
    {
      "row": 37,
      "segments": []
    },
    {
      "row": 38,
      "segments": []
    },
    {
      "row": 39,
      "segments": []
    },
    {
      "row": 40,
      "segments": []
    },
    {
      "row": 41,
      "segments": []
    },
    {
      "row": 42,
      "segments": []
    },
    {
      "row": 43,
      "segments": []
    },
    {
      "row": 44,
      "segments": []
    },
    {
      "row": 45,
      "segments": []
    },
    {
      "row": 46,
      "segments": []
    },
    {
      "row": 47,
      "segments": []
    },
    {
      "row": 48,
      "segments": []
    },
    {
      "row": 49,
      "segments": []
    },
    {
      "row": 50,
      "segments": []
    },
    {
      "row": 51,
      "segments": []
    },
    {
      "row": 52,
      "segments": []
    },
    {
      "row": 53,
      "segments": []
    },
    {
      "row": 54,
      "segments": []
    },
    {
      "row": 55,
      "segments": []
    },
    {
      "row": 56,
      "segments": []
    },
    {
      "row": 57,
      "segments": []
    },
    {
      "row": 58,
      "segments": []
    },
    {
      "row": 59,
      "segments": []
    },
    {
      "row": 60,
      "segments": []
    },
    {
      "row": 61,
      "segments": []
    },
    {
      "row": 62,
      "segments": []
    },
    {
      "row": 63,
      "segments": []
    },
    {
      "row": 64,
      "segments": []
    },
    {
      "row": 65,
      "segments": []
    },
    {
      "row": 66,
      "segments": []
    },
    {
      "row": 67,
      "segments": []
    },
    {
      "row": 68,
      "segments": []
    },
    {
      "row": 69,
      "segments": []
    },
    {
      "row": 70,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 160,
          "east": 160
        },
        {
          "name": "Brooklyn",
          "west": 380,
          "east": 380
        }
      ]
    },
    {
      "row": 71,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 145,
          "east": 175
        },
        {
          "name": "Brooklyn",
          "west": 363,
          "east": 397
        }
      ]
    },
    {
      "row": 72,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 140,
          "east": 180
        },
        {
          "name": "Brooklyn",
          "west": 355,
          "east": 405
        }
      ]
    },
    {
      "row": 73,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 135,
          "east": 185
        },
        {
          "name": "Brooklyn",
          "west": 350,
          "east": 410
        }
      ]
    },
    {
      "row": 74,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 131,
          "east": 189
        },
        {
          "name": "Brooklyn",
          "west": 345,
          "east": 415
        }
      ]
    },
    {
      "row": 75,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 128,
          "east": 192
        },
        {
          "name": "Brooklyn",
          "west": 341,
          "east": 419
        }
      ]
    },
    {
      "row": 76,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 125,
          "east": 195
        },
        {
          "name": "Brooklyn",
          "west": 338,
          "east": 422
        }
      ]
    },
    {
      "row": 77,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 122,
          "east": 198
        },
        {
          "name": "Brooklyn",
          "west": 335,
          "east": 425
        }
      ]
    },
    {
      "row": 78,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 120,
          "east": 200
        },
        {
          "name": "Brooklyn",
          "west": 332,
          "east": 428
        }
      ]
    },
    {
      "row": 79,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 117,
          "east": 203
        },
        {
          "name": "Brooklyn",
          "west": 329,
          "east": 431
        }
      ]
    },
    {
      "row": 80,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 115,
          "east": 205
        },
        {
          "name": "Brooklyn",
          "west": 326,
          "east": 434
        }
      ]
    },
    {
      "row": 81,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 113,
          "east": 207
        },
        {
          "name": "Brooklyn",
          "west": 324,
          "east": 436
        }
      ]
    },
    {
      "row": 82,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 111,
          "east": 209
        },
        {
          "name": "Brooklyn",
          "west": 321,
          "east": 439
        }
      ]
    },
    {
      "row": 83,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 110,
          "east": 210
        },
        {
          "name": "Brooklyn",
          "west": 319,
          "east": 441
        }
      ]
    },
    {
      "row": 84,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 108,
          "east": 212
        },
        {
          "name": "Brooklyn",
          "west": 317,
          "east": 443
        }
      ]
    },
    {
      "row": 85,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 106,
          "east": 214
        },
        {
          "name": "Brooklyn",
          "west": 315,
          "east": 445
        }
      ]
    },
    {
      "row": 86,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 105,
          "east": 215
        },
        {
          "name": "Brooklyn",
          "west": 313,
          "east": 447
        }
      ]
    },
    {
      "row": 87,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 103,
          "east": 217
        },
        {
          "name": "Brooklyn",
          "west": 311,
          "east": 449
        }
      ]
    },
    {
      "row": 88,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 102,
          "east": 218
        },
        {
          "name": "Brooklyn",
          "west": 309,
          "east": 451
        }
      ]
    },
    {
      "row": 89,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 100,
          "east": 220
        },
        {
          "name": "Brooklyn",
          "west": 307,
          "east": 453
        }
      ]
    },
    {
      "row": 90,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 99,
          "east": 221
        },
        {
          "name": "Brooklyn",
          "west": 305,
          "east": 455
        }
      ]
    },
    {
      "row": 91,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 97,
          "east": 223
        },
        {
          "name": "Brooklyn",
          "west": 304,
          "east": 456
        }
      ]
    },
    {
      "row": 92,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 96,
          "east": 224
        },
        {
          "name": "Brooklyn",
          "west": 302,
          "east": 458
        }
      ]
    },
    {
      "row": 93,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 95,
          "east": 225
        },
        {
          "name": "Brooklyn",
          "west": 301,
          "east": 459
        }
      ]
    },
    {
      "row": 94,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 94,
          "east": 226
        },
        {
          "name": "Brooklyn",
          "west": 299,
          "east": 461
        }
      ]
    },
    {
      "row": 95,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 93,
          "east": 227
        },
        {
          "name": "Brooklyn",
          "west": 298,
          "east": 462
        }
      ]
    },
    {
      "row": 96,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 92,
          "east": 228
        },
        {
          "name": "Brooklyn",
          "west": 296,
          "east": 464
        }
      ]
    },
    {
      "row": 97,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 91,
          "east": 229
        },
        {
          "name": "Brooklyn",
          "west": 295,
          "east": 465
        }
      ]
    },
    {
      "row": 98,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 90,
          "east": 230
        },
        {
          "name": "Brooklyn",
          "west": 293,
          "east": 467
        }
      ]
    },
    {
      "row": 99,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 89,
          "east": 231
        },
        {
          "name": "Brooklyn",
          "west": 292,
          "east": 468
        }
      ]
    },
    {
      "row": 100,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 88,
          "east": 232
        },
        {
          "name": "Brooklyn",
          "west": 291,
          "east": 469
        }
      ]
    },
    {
      "row": 101,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 87,
          "east": 233
        },
        {
          "name": "Brooklyn",
          "west": 289,
          "east": 471
        }
      ]
    },
    {
      "row": 102,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 86,
          "east": 234
        },
        {
          "name": "Brooklyn",
          "west": 288,
          "east": 472
        }
      ]
    },
    {
      "row": 103,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 85,
          "east": 235
        },
        {
          "name": "Brooklyn",
          "west": 287,
          "east": 473
        }
      ]
    },
    {
      "row": 104,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 84,
          "east": 236
        },
        {
          "name": "Brooklyn",
          "west": 286,
          "east": 474
        }
      ]
    },
    {
      "row": 105,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 83,
          "east": 237
        },
        {
          "name": "Brooklyn",
          "west": 285,
          "east": 475
        }
      ]
    },
    {
      "row": 106,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 82,
          "east": 238
        },
        {
          "name": "Brooklyn",
          "west": 284,
          "east": 476
        }
      ]
    },
    {
      "row": 107,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 82,
          "east": 238
        },
        {
          "name": "Brooklyn",
          "west": 283,
          "east": 477
        }
      ]
    },
    {
      "row": 108,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 81,
          "east": 239
        },
        {
          "name": "Brooklyn",
          "west": 281,
          "east": 479
        }
      ]
    },
    {
      "row": 109,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 80,
          "east": 240
        },
        {
          "name": "Brooklyn",
          "west": 280,
          "east": 480
        }
      ]
    },
    {
      "row": 110,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 79,
          "east": 241
        },
        {
          "name": "Brooklyn",
          "west": 279,
          "east": 481
        }
      ]
    },
    {
      "row": 111,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 79,
          "east": 241
        },
        {
          "name": "Brooklyn",
          "west": 278,
          "east": 482
        }
      ]
    },
    {
      "row": 112,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 78,
          "east": 242
        },
        {
          "name": "Brooklyn",
          "west": 277,
          "east": 483
        }
      ]
    },
    {
      "row": 113,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 77,
          "east": 243
        },
        {
          "name": "Brooklyn",
          "west": 276,
          "east": 484
        }
      ]
    },
    {
      "row": 114,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 77,
          "east": 243
        },
        {
          "name": "Brooklyn",
          "west": 276,
          "east": 484
        }
      ]
    },
    {
      "row": 115,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 76,
          "east": 244
        },
        {
          "name": "Brooklyn",
          "west": 275,
          "east": 485
        }
      ]
    },
    {
      "row": 116,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 76,
          "east": 244
        },
        {
          "name": "Brooklyn",
          "west": 274,
          "east": 486
        }
      ]
    },
    {
      "row": 117,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 75,
          "east": 245
        },
        {
          "name": "Brooklyn",
          "west": 273,
          "east": 487
        }
      ]
    },
    {
      "row": 118,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 74,
          "east": 246
        },
        {
          "name": "Brooklyn",
          "west": 272,
          "east": 488
        }
      ]
    },
    {
      "row": 119,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 74,
          "east": 246
        },
        {
          "name": "Brooklyn",
          "west": 271,
          "east": 489
        }
      ]
    },
    {
      "row": 120,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 73,
          "east": 247
        },
        {
          "name": "Manhattan",
          "west": 253,
          "east": 260
        },
        {
          "name": "Brooklyn",
          "west": 270,
          "east": 490
        }
      ]
    },
    {
      "row": 121,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 73,
          "east": 247
        },
        {
          "name": "Manhattan",
          "west": 252,
          "east": 259
        },
        {
          "name": "Brooklyn",
          "west": 270,
          "east": 490
        }
      ]
    },
    {
      "row": 122,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 72,
          "east": 248
        },
        {
          "name": "Manhattan",
          "west": 251,
          "east": 261
        },
        {
          "name": "Brooklyn",
          "west": 269,
          "east": 491
        }
      ]
    },
    {
      "row": 123,
      "segments": [
        {
          "name": "StatenIsland",
          "west": 72,
          "east": 248
        },
        {
          "name": "Manhattan",
          "west": 252,
          "east": 260
        },
        {
          "name": "Brooklyn",
